oof_xgb_raw,oof_xgb_cal,y
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,1
0.0,0.36295681063122925,0
